UniqueCount	AmbigCount
81	0
30	0
109	0
2162	2151
47	0
34	0
7	0
9	0
73	0
88	0
30	0
8	0
15	0
135	0
185	0
1	0
51	0
1	0
22	0
15	0
100	0
19	0
20	0
32	1
16	0
24	0
80	0
62	0
32	0
18	0
11	0
6	0
321	0
16	0
7	0
400	0
48	0
4	0
24	0
34	0
14	0
105	0
12	0
14	0
12	0
148	0
58	0
73	0
91	0
40	0
47	0
2	0
14	0
225	0
74	0
41	0
11	11
0	0
41	0
33	0
13	0
57	0
11	0
0	231
0	0
16	0
35	0
7	0
20	0
1	0
5	0
9	0
3	0
1	0
0	0
0	1
4	0
53	0
31	15
0	1
6	0
0	31
284	0
196	0
461	21
106	0
35	0
54	0
246	0
30	0
26	0
6	0
115	0
0	0
20	0
402	0
18	0
230	0
22	0
21	0
65	0
29	0
348	0
17	0
57	0
2	0
40	0
221	121
76	0
217	0
383	0
11	0
52	0
148	0
65	0
21	0
60	0
19	0
150	0
20	0
66	0
469	0
31	0
98	0
0	0
818	0
18	0
299	0
51	0
138	0
146	0
71	0
11	0
21	0
81	0
33	0
211	0
43	0
34	0
42	0
61	0
1583	0
143	0
104	0
12	0
12	0
70	497
18	0
166	0
182	0
181	0
84	0
25	0
19	4
13	0
71	3
91	0
165	0
89	49
76	0
30	0
85	0
441	0
484	0
33	0
24	0
22	0
39	0
2554	0
131	0
38	0
82	0
43	0
87	0
59	0
56	0
122	0
20	0
62	0
28	0
20	0
91	0
88	0
53	0
512	302
622	136
417	0
8	0
40	0
75	0
61	0
47	0
4	0
4	9
0	8
15	0
14	0
63	0
192	0
348	0
49	0
18	0
23	0
17	0
129	232
62	0
30	0
198	0
81	0
47	0
32	0
606	0
3	0
35	0
14	0
32	0
70	0
20	0
71	0
99	0
55	21
161	0
195	0
406	0
107	0
563	0
48	0
327	0
69	0
51	0
268	0
35	0
13	0
32	0
25	0
39	0
13	0
24	0
41	0
2	17
17	0
27	0
2201	0
84	0
56	0
25	0
26	0
268	0
94	0
60	0
142	0
390	0
41	0
39	0
2	0
213	0
21	0
98	0
23	114
23	0
6	4
10	8
62	0
70	0
27	0
42	0
81	0
657	0
34	0
37	0
16	0
174	0
221	0
12	0
66	0
88	0
31	0
224	0
186	8
162	0
126	0
336	0
0	4778
49	0
121	0
216	0
167	0
66	0
34	0
556	0
288	0
38	0
46	0
41	0
17	0
32	0
51	0
19	0
52	0
35	0
37	0
308	0
410	0
14	0
47	0
64	0
51	0
79	0
105	0
169	0
293	0
51	0
132	0
20	0
13	0
37	0
33	0
31	0
17	0
43	0
70	0
25	0
41	0
201	0
34	0
32	0
30	0
35	0
16	0
14	0
1307	0
33	0
19	0
134	0
208	0
15	0
15	0
223	0
182	0
17	0
104	295
20	0
159	0
9	0
62	0
9	0
27	0
8	0
260	15
201	18
28	0
15	0
4	0
11	0
401	0
3	0
124	0
121	0
34	0
26	0
32	0
113	0
18	0
47	0
61	0
122	0
21	0
33	0
20	0
6	0
241	0
82	0
33	0
6	0
324	19
0	5
4	5
120	0
120	0
7	0
59	0
52	0
16	0
61	0
445	0
23	0
23	0
111	0
96	0
33	0
75	0
34	0
35	0
25	0
58	0
28	0
16	0
5	0
154	0
16	0
21	0
38	0
99	0
13	0
46	0
23	0
44	0
22	0
50	0
305	0
47	0
9	0
16	0
59	0
23	0
93	0
104	0
24	0
15	0
16	22
85	0
154	0
19	0
20	0
23	0
89	0
19	0
57	0
81	0
38	0
160	0
38	0
28	0
61	0
124	0
93	0
29	0
1286	0
274	0
30	0
60	0
219	0
16	0
15	0
39	0
41	0
5	0
51	16
230	0
7	29
1	2
155	529
34	0
13	0
20	0
15	0
11	0
