"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Early to Thin (Down)","GO:0072523","purine-containing compound catabolic process","22/438","47/6447",0.468085106382979,6.88982803847275,10.9406383143223,3.68306581848892e-14,1.19819768084915e-11,1.04199691159037e-11,"851193/852495/850370/851541/851360/851620/853155/856579/856609/854845/853395/853465/853805/853705/851167/855321/855373/855581/853984/854525/854575/856030",22
"Early to Thin (Down)","GO:0019364","pyridine nucleotide catabolic process","18/438","33/6447",0.545454545454545,8.02864259028643,10.9281099473048,2.71904424383906e-13,6.94443899876496e-11,6.03914037315834e-11,"851193/852495/850370/851541/851620/853155/856579/856609/853395/853465/853805/853705/851167/855373/853984/854525/854575/856030",18
"Early to Thin (Down)","GO:0006090","pyruvate metabolic process","21/438","47/6447",0.446808510638298,6.57665403672399,10.3589025725993,4.50478993289142e-13,9.58769457383724e-11,8.3378129459657e-11,"851193/852495/850370/851541/851620/850616/853155/856579/853395/853465/853805/853705/850733/850825/851167/855373/853984/854525/854575/856090/856030",21
"Early to Thin (Down)","GO:0046434","organophosphate catabolic process","24/438","64/6447",0.375,5.51969178082192,9.80996567603675,9.98508007222781e-13,1.03333784349817e-10,8.98628714413358e-11,"851193/852495/850370/850432/851541/851539/851620/856759/853155/856579/856609/853395/853465/853805/853705/853902/851167/855373/854095/853984/854525/854575/856030/855895",24
"Early to Thin (Down)","GO:0005975","carbohydrate metabolic process","52/438","265/6447",0.19622641509434,2.88829154820367,8.47439278892789,1.08798177627453e-12,1.03333784349817e-10,8.98628714413358e-11,"851193/852306/852495/852541/850342/850370/851541/851539/851511/851474/851620/851646/856791/852934/853045/853155/853163/853172/853209/856504/856579/856617/854766/854758/854708/853395/853465/853559/853828/853805/853705/853932/850733/850825/850886/851007/851167/854932/855321/855373/855479/854095/854068/853994/853988/853984/854212/854525/854575/856030/856137/856314",52
"Early to Thin (Down)","GO:0006096","glycolytic process","17/438","31/6447",0.548387096774194,8.07180733539549,10.6551653433764,1.1328684267012e-12,1.03333784349817e-10,8.98628714413358e-11,"851193/852495/850370/851541/851620/853155/856579/853395/853465/853805/853705/851167/855373/853984/854525/854575/856030",17
"Early to Thin (Down)","GO:1901136","carbohydrate derivative catabolic process","20/438","57/6447",0.350877192982456,5.16462388848834,8.52597173426561,3.30780982437291e-10,1.45657694680145e-08,1.26669305434244e-08,"851193/852495/850370/851541/851539/851620/853155/856579/853395/853465/853805/853705/851167/855321/855373/854095/853984/854525/854575/856030",20
"Early to Thin (Down)","GO:0046034","ATP metabolic process","18/438","53/6447",0.339622641509434,4.99896614112174,7.89187957694848,4.72849427354881e-09,1.94783457655543e-07,1.69390881446316e-07,"851193/852495/850370/851541/851620/853155/856579/853395/853326/853465/853805/853705/851167/855373/853984/854525/854575/856030",18
"Early to Thin (Down)","GO:0006091","generation of precursor metabolites and energy","39/438","218/6447",0.178899082568807,2.63324745507101,6.62296065957497,1.40986024337286e-08,5.00108758551984e-07,4.3491302829192e-07,"851193/852414/852495/852540/850370/851541/851474/851620/852934/853155/853163/853172/856579/854766/854708/854695/853395/853326/853465/853805/853705/853932/850733/850776/850825/850861/851167/854932/855145/855363/855373/855479/854068/853994/853984/854525/854575/856030/856314",39
"Early to Thin (Down)","GO:0044282","small molecule catabolic process","28/438","138/6447",0.202898550724638,2.98649990073456,6.36837943178843,1.11209577301581e-07,3.30266581893299e-06,2.87212005026114e-06,"852306/852507/850295/851620/856728/850616/852667/852902/852978/853155/856504/856615/856617/854646/853559/853613/853878/850733/850825/850833/850933/854932/855291/855321/854099/854545/854573/856010",28
"Early to Thin (Down)","GO:0006066","alcohol metabolic process","25/438","133/6447",0.18796992481203,2.76676279740447,5.5581835085992,2.40209255962178e-06,6.39056708049379e-05,5.55747291754602e-05,"851239/851238/852542/851474/851620/856791/852883/852872/852951/852978/853047/853086/856478/854758/850733/850825/854932/854900/855029/855092/855753/854099/854095/854068/856239",25
"Early to Thin (Down)","GO:0044283","small molecule biosynthetic process","47/438","349/6447",0.134670487106017,1.98223888212898,5.09351077327885,3.34792652941916e-06,8.72510648585361e-05,7.58767451887694e-05,"851239/851238/852495/852541/852542/850342/850370/851620/856791/850616/852883/852872/852825/852951/852978/853047/853086/856464/856615/854758/853395/853465/853613/853805/853705/850733/850825/850933/854900/855021/855029/855092/855205/855206/855247/855313/855315/855321/855382/854099/854068/853994/854212/854573/856010/856147/856239",47
"Early to Thin (Down)","GO:0046165","alcohol biosynthetic process","19/438","87/6447",0.218390804597701,3.21453314438671,5.61428373133527,4.06518191566276e-06,0.000103596226257445,9.00911006071836e-05,"851239/851238/852542/856791/852883/852872/852951/852978/853047/853086/854758/850733/850825/854900/855029/855092/854099/854068/856239",19
"Early to Thin (Down)","GO:0071555","cell wall organization","36/438","241/6447",0.149377593360996,2.19871539816973,5.1203520698139,4.85054085582353e-06,0.00011687057873371,0.000101634967286868,"852169/852331/850398/850412/850451/851511/851359/851649/851866/851887/856729/856755/852905/853045/853140/856357/856416/856478/856502/856541/853326/853529/853615/853616/853766/853765/853729/853889/851007/851156/855214/855527/853988/854173/854174/854259",36
"Early to Thin (Down)","GO:0071852","fungal-type cell wall organization or biogenesis","32/438","210/6447",0.152380952380952,2.24292237442922,4.94364054249165,1.09193690456519e-05,0.000253527895841772,0.000220477212309335,"852169/852331/850398/850412/851511/851359/851649/851866/851887/856729/856755/856807/852905/853045/853140/856478/856502/856541/854687/853326/853529/853615/853616/853766/853765/853729/853889/851007/855527/853988/854173/854174",32
"Early to Thin (Down)","GO:0015677","copper ion import","6/438","11/6447",0.545454545454545,8.02864259028643,6.2985544556034,3.27456085176161e-05,0.000720967966844754,0.000626980344575045,"850911/855369/854013/854563/854566/856241",6
"Early to Thin (Down)","GO:0031667","response to nutrient levels","27/438","174/6447",0.155172413793103,2.28401039206424,4.63539366491679,3.87700307660251e-05,0.000825155488136901,0.00071758565716064,"852169/852541/850391/851646/856647/856759/850511/852809/852695/852905/853019/853390/853529/853603/853803/853904/850619/850742/850870/851021/855580/855736/854104/854228/854344/854573/855937",27
"Early to Thin (Down)","GO:0010506","regulation of autophagy","14/438","61/6447",0.229508196721311,3.37817201886369,5.03819333696756,4.23453272861492e-05,0.000872177144264719,0.000758477424225593,"850441/851646/856647/856916/850511/852695/852657/853045/853275/853529/853603/850870/855596/853982",14
"Early to Thin (Down)","GO:0046395","carboxylic acid catabolic process","17/438","87/6447",0.195402298850575,2.87616123445127,4.75644337166095,6.01075258580166e-05,0.00121837000826488,0.00105953951178292,"850295/856728/850616/852667/852902/852978/856615/854646/853613/853878/850733/850825/850833/850933/855291/854545/856010",17
"Early to Thin (Down)","GO:0031669","cellular response to nutrient levels","24/438","151/6447",0.158940397350993,2.33947201306359,4.49646131862075,7.05678838024588e-05,0.00138638750178061,0.00120565372326468,"852169/852541/850391/851646/856647/856759/850511/852809/852695/852905/853390/853529/853603/853803/853904/850619/850742/850870/851021/854104/854228/854344/854573/855937",24
"Early to Thin (Down)","GO:0055085","transmembrane transport","53/438","484/6447",0.109504132231405,1.61181082304993,3.77823124715274,0.000275574270440349,0.00484972926629694,0.00421750350405413,"852331/852537/850369/850403/851539/851417/851317/851944/851946/852015/856855/852876/853019/853026/853104/853139/853175/856357/856492/856494/856496/856565/854695/854846/853276/853246/853218/853636/853968/850690/850845/850938/855113/855187/855322/855369/855660/855622/855580/855736/854080/853994/853990/854237/854259/854332/854447/854483/854530/854572/856071/856231/856241",53
"Early to Thin (Down)","GO:0044248","cellular catabolic process","18/438","109/6447",0.165137614678899,2.43068995852708,4.06690253415109,0.000347761811512097,0.00569348504231985,0.0049512646578308,"850295/856728/850616/852667/852902/852978/856615/854646/853613/853878/850733/850825/850833/850933/855291/854099/854545/856010",18
"Early to Thin (Down)","GO:0009894","regulation of catabolic process","24/438","168/6447",0.142857142857143,2.1027397260274,3.90988085485792,0.000379190855172315,0.00605283402568808,0.00526376779219463,"852169/850441/851646/856647/856916/850511/852695/852657/853045/853140/853275/853529/853553/853603/850870/855611/855596/853984/853982/854344/854525/854545/856030/856155",24
"Early to Thin (Down)","GO:0007039","protein catabolic process in the vacuole","5/438","12/6447",0.416666666666667,6.13299086757991,4.80471844045709,0.000751034941003468,0.011555079754957,0.0100487236874909,"856649/852905/855212/854164/854228",5
"Early to Thin (Down)","GO:0016125","sterol metabolic process","11/438","54/6447",0.203703703703704,2.99835109081684,3.9810480868225,0.000833228956840121,0.0126670640224385,0.0110157462339139,"852883/852872/852951/853086/850648/850886/854900/855029/855092/855457/855753",11
"Early to Thin (Down)","GO:0016042","lipid catabolic process","12/438","67/6447",0.17910447761194,2.63627070128808,3.63465605286153,0.00161697999294348,0.0228066590100582,0.0198335121424485,"852481/850432/851449/852667/854646/853878/853902/850648/854248/854545/856010/855895",12
"Early to Thin (Down)","GO:0007265","Ras protein signal transduction","6/438","20/6447",0.3,4.41575342465753,4.13027020240517,0.00162202008738657,0.0228066590100582,0.0198335121424485,"852437/850405/854687/853452/853275/850875",6
"Early to Thin (Down)","GO:0015804","neutral amino acid transport","6/438","20/6447",0.3,4.41575342465753,4.13027020240517,0.00162202008738657,0.0228066590100582,0.0198335121424485,"852331/856647/856855/855660/855622/854530",6
"Early to Thin (Down)","GO:0046942","carboxylic acid transport","13/438","76/6447",0.171052631578947,2.51775414563807,3.59323420520745,0.00162522002342623,0.0228066590100582,0.0198335121424485,"852331/851317/856647/856855/853104/853175/853366/853246/855660/855622/855736/854495/854530",13
"Early to Thin (Down)","GO:0016126","sterol biosynthetic process","9/438","42/6447",0.214285714285714,3.1541095890411,3.78106354291808,0.00168603956731477,0.0230157782107266,0.0200153699149458,"852883/852872/852951/853086/850886/854900/855029/855092/855457",9
"Early to Thin (Down)","GO:0006071","glycerol metabolic process","5/438","14/6447",0.357142857142857,5.25684931506849,4.30453876408085,0.00169419197479115,0.0230157782107266,0.0200153699149458,"851620/856791/854758/854932/854095",5
"Early to Thin (Down)","GO:0170035","L-amino acid catabolic process","8/438","37/6447",0.216216216216216,3.18252499074417,3.59428223493125,0.00285093288652825,0.0360459534266987,0.0313468910399927,"850295/850616/852978/850733/850825/850833/850933/855291",8
"Early to Thin (Down)","GO:0170040","proteinogenic amino acid catabolic process","8/438","37/6447",0.216216216216216,3.18252499074417,3.59428223493125,0.00285093288652825,0.0360459534266987,0.0313468910399927,"850295/850616/852978/850733/850825/850833/850933/855291",8
"Early to Thin (Down)","GO:0006569","L-tryptophan catabolic process","4/438","10/6447",0.4,5.88767123287671,4.17581581597263,0.00317415084067259,0.0386037202241799,0.0335712194176399,"852978/850733/850825/850933",4
"Early to Thin (Down)","GO:0015761","mannose transmembrane transport","5/438","16/6447",0.3125,4.59974315068493,3.89200468527972,0.00330007419040544,0.0390203216772939,0.0339335114120637,"851944/851946/856492/856494/856496",5
"Early to Thin (Down)","GO:0061919","process utilizing autophagic mechanism","28/438","242/6447",0.115702479338843,1.70304539793954,3.00954792559965,0.00363546671294547,0.0422044635675579,0.0367025586809327,"852169/850432/850441/851646/856649/856647/856916/850511/852695/852657/852940/853045/854660/853275/853529/853603/853729/853889/850619/850870/851021/851141/854867/855596/855479/853982/854184/855937",28
"Early to Thin (Down)","GO:0008204","ergosterol metabolic process","8/438","39/6447",0.205128205128205,3.01931858096242,3.41473493191639,0.00403148518236469,0.0451597068235062,0.0392725472520291,"852883/852872/852951/853086/854900/855029/855092/855753",8
"Early to Thin (Down)","GO:0008643","carbohydrate transport","8/438","39/6447",0.205128205128205,3.01931858096242,3.41473493191639,0.00403148518236469,0.0451597068235062,0.0392725472520291,"851417/851944/851946/856492/856494/856496/856137/856231",8
"Early to Thin (Down)","GO:0015695","organic cation transport","8/438","39/6447",0.205128205128205,3.01931858096242,3.41473493191639,0.00403148518236469,0.0451597068235062,0.0392725472520291,"851317/856855/853104/850938/855622/854237/854447/854495",8
"Early to Thin (Down)","GO:0019725","cellular homeostasis","28/438","245/6447",0.114285714285714,1.68219178082192,2.93903493050634,0.00432853368867737,0.0476511855210431,0.0414392290522198,"852331/852537/851539/851417/851663/856869/852876/852809/853019/853155/853361/853686/853891/853904/850911/851167/855350/855580/855736/854160/854052/853990/854013/854441/854563/854566/856071/855879",28
"Early to Thin (Down)","GO:0006734","NADH metabolic process","5/438","17/6447",0.294117647058824,4.32917002417405,3.71053090907539,0.00441805574842754,0.0478123490740845,0.0415793828241842,"851539/851474/853155/854095/854068",5
"Thin to Mature (Up)","GO:0006112","energy reserve metabolic process","18/620","44/6447",0.409090909090909,4.25388563049853,7.06407591266249,3.65125867935749e-08,5.07890082298627e-05,4.73126256240954e-05,"852222/856705/856781/856797/850553/850569/850572/854766/854753/854708/853304/853932/850962/855131/855359/854350/856289/856314",18
"Thin to Mature (Up)","GO:0005978","glycogen biosynthetic process","12/620","23/6447",0.521739130434783,5.42524544179523,6.93452952485305,2.8210519451066e-07,0.000196204162782164,0.000182774470759275,"856705/856781/850569/850572/854766/853304/853932/850962/855131/855359/854350/856314",12
"Thin to Mature (Up)","GO:0016051","carbohydrate biosynthetic process","24/620","92/6447",0.260869565217391,2.71262272089762,5.39655147470615,3.72929629316788e-06,0.000864575190632754,0.000805397146822748,"852402/852423/852519/851646/851842/852088/856705/856781/850569/850572/852957/853144/854766/853356/853304/853932/850962/851056/854872/855131/855323/855359/854350/856314",24
"Thin to Mature (Up)","GO:0009628","response to abiotic stimulus","37/620","187/6447",0.197860962566845,2.0574348801104,4.78636434562973,1.35741075569956e-05,0.00269736908739726,0.00251274081243031,"851259/851205/852423/851539/851564/851610/851751/851845/856750/856893/856904/850532/850530/852891/852957/856504/856514/854706/853297/853836/853729/850650/850633/855055/855092/855213/855224/855725/855645/855633/855450/854104/854350/856103/855871/855836/856117",37
"Thin to Mature (Up)","GO:0009653","anatomical structure morphogenesis","38/620","200/6447",0.19,1.9756935483871,4.5720520344508,2.72517203275386e-05,0.00421190477506736,0.0039236102600234,"852222/852348/852445/852478/852552/851488/851304/851303/851658/851733/851866/852011/852012/856649/856851/852826/856541/856557/854708/853556/853766/850619/850968/851017/851041/851056/851115/855055/855226/855697/855640/855584/855541/855527/854109/854291/854473/855982",38
"Thin to Mature (Up)","GO:0030435","sporulation resulting in formation of a cellular spore","33/620","168/6447",0.196428571428571,2.04254032258065,4.46602085644546,4.6235316650002e-05,0.00535944378834606,0.00499260305229407,"852222/852348/852445/852478/852552/851488/851304/851733/851866/852011/852012/856649/856851/852826/856541/856557/854708/853556/853766/850619/850968/851017/851041/851056/851115/855055/855226/855697/855640/855527/854109/854473/855982",33
"Thin to Mature (Up)","GO:0005991","trehalose metabolic process","6/620","11/6447",0.545454545454545,5.67184750733138,5.05819385675604,0.000233828534681687,0.0180697495412348,0.0168329196604185,"852423/851564/851646/854872/855131/856137",6
"Thin to Mature (Up)","GO:0007039","protein catabolic process in the vacuole","6/620","12/6447",0.5,5.1991935483871,4.74898421677906,0.00042978616617157,0.031464871428666,0.0293111784242218,"852402/852589/856649/852957/853950/855212",6
"Thin to Mature (Up)","GO:0031667","response to nutrient levels","31/620","174/6447",0.17816091954023,1.85258620689655,3.71872247913961,0.000489431953312829,0.0340399923529072,0.0317100386593733,"852200/852340/852515/851610/851646/851992/852088/856759/856922/852702/852695/852663/852957/853031/1466460/854706/853761/853881/853950/850650/850647/850619/850742/850974/855171/855372/855725/855736/854104/854344/854465",31
"Thin to Mature (Up)","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA","6/620","13/6447",0.461538461538462,4.79925558312655,4.47247729510115,0.000733660790987452,0.0463873709210702,0.0432122695552896,"851389/856757/852650/853631/850974/854344",6
"Thin to Mature (Up)","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","23/620","119/6447",0.19327731092437,2.00977229601518,3.62645408369495,0.000813795517177311,0.0492169375823322,0.045848159343033,"851259/852222/852397/852402/852467/851557/851805/851842/851967/850554/850562/852957/853168/856422/854735/853297/855725/855567/854291/854435/856098/855998/856218",23
"Thin to Mature (Down)","GO:0072521","purine-containing compound metabolic process","40/450","190/6447",0.210526315789474,3.01614035087719,7.72678570538082,1.30236028386504e-10,1.26510994940503e-07,1.08447413588914e-07,"851193/851272/852310/852522/850370/852008/852009/856766/852751/852617/852639/852952/853159/853169/856579/856589/854808/854845/854849/854850/853395/853569/853654/850846/850871/851073/854986/855149/855248/855288/855349/855750/855779/854098/854093/853984/854384/855855/856132/856188",40
"Thin to Mature (Down)","GO:0008610","lipid biosynthetic process","45/450","234/6447",0.192307692307692,2.7551282051282,7.49118427541073,2.08764018053635e-10,1.26510994940503e-07,1.08447413588914e-07,"851224/852241/852317/850411/851547/851701/852044/856766/852883/852825/852751/852738/852924/852951/853061/856386/856398/856442/856464/856470/856523/853243/853810/853690/853653/853944/850745/850777/851061/851087/855026/855029/855103/855242/855248/855612/855593/855564/855441/855750/855779/856079/855955/855928/855845",45
"Thin to Mature (Down)","GO:0055085","transmembrane transport","71/450","484/6447",0.146694214876033,2.1016391184573,6.90262067983818,5.38162902858077e-10,2.17417812754663e-07,1.86374310568745e-07,"852360/852401/852597/852598/850333/850394/850462/851352/851616/851713/851738/851954/856689/856686/856645/856644/856761/856783/856888/850494/850490/850489/852803/852764/852738/852688/852639/852638/856370/856345/856391/856447/856448/856580/854692/853246/853218/853617/853739/853680/853912/853926/853980/850721/850827/850885/854924/855080/855113/855261/855282/855284/855675/855622/855580/855425/853994/853983/854246/854324/854428/854506/854572/855899/855863/855854/856121/856132/856171/856324/856331",71
"Thin to Mature (Down)","GO:0019637","organophosphate metabolic process","63/450","423/6447",0.148936170212766,2.13375886524823,6.60743319912249,3.18126291917882e-09,7.71138131608945e-07,6.61032947627261e-07,"851224/851193/851272/852241/852317/852522/850370/850411/850432/851701/852008/852009/852044/856683/856766/850491/852777/852751/852617/852639/852952/853061/853159/853169/856442/856523/856579/856589/854808/853395/853569/853621/853690/853654/853668/853944/850701/850777/850846/850871/851061/851073/851092/854986/855026/855103/855121/855149/855248/855288/855349/855593/855564/855750/855779/854098/854093/853984/854384/855928/855899/856132/856188",63
"Thin to Mature (Down)","GO:0006865","amino acid transport","19/450","59/6447",0.322033898305085,4.61367231638418,7.63794811454149,7.58982095767052e-09,1.42806266822333e-06,1.22416002565262e-06,"852360/852401/850333/851616/851738/851954/856645/850489/852803/853680/853678/853912/853980/855113/855622/855863/855854/856132/856171",19
"Thin to Mature (Down)","GO:0032787","monocarboxylic acid metabolic process","35/450","175/6447",0.2,2.86533333333333,6.85262290666904,8.24788669765951e-09,1.42806266822333e-06,1.22416002565262e-06,"851193/852522/850342/850332/850370/851547/856638/850616/852825/852639/853169/856464/856579/856589/854808/854849/853395/853243/853810/853653/850825/850846/850871/851087/855288/855750/854160/854098/853984/855955/855845/855849/856107/856108/856182",35
"Thin to Mature (Down)","GO:0044283","small molecule biosynthetic process","52/450","349/6447",0.148997134670487,2.13463228271251,5.96978269213285,8.69938233202989e-08,7.53117956172874e-06,6.45585741482218e-06,"852378/850342/850370/851547/851987/852008/856683/856665/856638/850616/852883/852825/852758/852951/856398/856411/856442/856464/856470/853395/853374/853243/853481/853569/853621/853810/853653/853972/850745/850825/851087/851092/854986/855029/855121/855242/855248/855349/855465/855441/855750/855779/853994/854557/856079/855955/855845/855855/855849/856173/856182/856234",52
"Thin to Mature (Down)","GO:0046942","carboxylic acid transport","20/450","76/6447",0.263157894736842,3.77017543859649,6.65418162940612,1.38417626703305e-07,9.86836256261213e-06,8.45933111802864e-06,"852360/852401/850333/850394/851713/856645/852803/853246/853617/853739/853680/853648/853912/853980/855282/855288/855622/855863/856132/856171",20
"Thin to Mature (Down)","GO:0043603","amide metabolic process","22/450","109/6447",0.201834862385321,2.89162079510703,5.45576423254543,4.48425555489038e-06,0.000241357771965586,0.00020689605778186,"852378/852507/852522/852584/851713/852751/853159/856386/854808/854845/854849/854850/850666/850846/851006/851065/855248/855288/855465/855750/855779/856182",22
"Thin to Mature (Down)","GO:1901135","carbohydrate derivative metabolic process","44/450","313/6447",0.140575079872204,2.01397231096912,5.03745015269998,4.58022174522151e-06,0.000241357771965586,0.00020689605778186,"851193/851272/852241/852310/850370/850411/852008/852009/852023/852044/856766/850491/852857/852617/852639/852924/852952/853169/856579/856589/853395/853569/853608/853690/853654/853898/850707/850777/851073/851092/854989/854986/855026/855149/855564/855796/854098/854093/853984/854024/854233/855928/855855/856188",44
"Thin to Mature (Down)","GO:0006696","ergosterol biosynthetic process","11/450","35/6447",0.314285714285714,4.50266666666667,5.6914176687091,1.52358113517113e-05,0.000710223206087465,0.000608815619600771,"852883/852951/856398/856470/850745/855029/855242/855248/855441/855779/856079",11
"Thin to Mature (Down)","GO:0035383","thioester metabolic process","9/450","25/6447",0.36,5.1576,5.70508265174654,2.70498993563224e-05,0.00107412434992234,0.000920757975832338,"852522/852751/853159/854808/850846/855248/855288/855750/855779",9
"Thin to Mature (Down)","GO:1902653","secondary alcohol biosynthetic process","11/450","37/6447",0.297297297297297,4.25927927927928,5.44600211882096,2.74734775970237e-05,0.00107412434992234,0.000920757975832338,"852883/852951/856398/856470/850745/855029/855242/855248/855441/855779/856079",11
"Thin to Mature (Down)","GO:0098771","inorganic ion homeostasis","21/450","114/6447",0.184210526315789,2.63912280701754,4.83663771285595,3.21094468333082e-05,0.00108101804338804,0.000926667369136701,"850411/852102/852117/856686/856644/850494/856345/856447/856580/850710/850721/850827/855035/855080/855284/854160/854246/854401/854563/854566/855899",21
"Thin to Mature (Down)","GO:0008654","phospholipid biosynthetic process","22/450","124/6447",0.17741935483871,2.54182795698925,4.74864332913799,3.82893269906146e-05,0.00125423417061148,0.00107515123014898,"851224/852241/852317/850411/851701/852044/856766/852751/853061/856442/856523/853690/853944/850777/851061/855026/855103/855248/855593/855564/855779/855928",22
"Thin to Mature (Down)","GO:0008204","ergosterol metabolic process","11/450","39/6447",0.282051282051282,4.0408547008547,5.2173636017578,4.73968165765072e-05,0.00147294722283915,0.0012626358424025,"852883/852951/856398/856470/850745/855029/855242/855248/855441/855779/856079",11
"Thin to Mature (Down)","GO:0000041","transition metal ion transport","15/450","69/6447",0.217391304347826,3.11449275362319,4.83696418983782,6.11667325740916e-05,0.0017493564581493,0.00149957862097738,"852598/851713/852117/856644/856888/856345/856447/856580/853926/850721/855080/855284/854246/854563/854566",15
"Thin to Mature (Down)","GO:0072523","purine-containing compound catabolic process","12/450","47/6447",0.25531914893617,3.65787234042553,5.00930462406453,6.35877904720852e-05,0.0017493564581493,0.00149957862097738,"851193/850370/852009/856766/852751/852639/853169/856579/854845/853395/854098/853984",12
"Thin to Mature (Down)","GO:0006188","IMP biosynthetic process","6/450","12/6447",0.5,7.16333333333333,5.85351030016623,7.19556775707765e-05,0.00181688085866211,0.00155746170531483,"851272/852008/852617/852952/851073/855149",6
"Thin to Mature (Down)","GO:1902652","secondary alcohol metabolic process","12/450","49/6447",0.244897959183673,3.50857142857143,4.82821695444649,9.8767745285237e-05,0.00230204821703283,0.00197335555863419,"852883/852951/856398/856470/850745/850871/855029/855242/855248/855441/855779/856079",12
"Thin to Mature (Down)","GO:0030003","intracellular monoatomic cation homeostasis","24/450","152/6447",0.157894736842105,2.26210526315789,4.31324261711388,0.00012011879444523,0.00269599960865961,0.00231105750716262,"852598/850411/852102/852117/856686/856644/850494/856345/856447/856580/850710/850721/850817/850827/855035/855080/855284/854160/854246/854324/854401/854563/854566/855899",24
"Thin to Mature (Down)","GO:0006879","intracellular iron ion homeostasis","12/450","54/6447",0.222222222222222,3.1837037037037,4.41390133905066,0.000266605662539991,0.00497117019997644,0.00426137310003192,"852117/856686/856644/856345/850721/850827/855035/855080/854401/854563/854566/855899",12
"Thin to Mature (Down)","GO:0035672","oligopeptide transmembrane transport","5/450","10/6447",0.5,7.16333333333333,5.34266919952653,0.000304338104213023,0.00542415165941464,0.00464967664394845,"852764/853218/853617/850885/856324",5
"Thin to Mature (Down)","GO:0043094","metabolic compound salvage","9/450","33/6447",0.272727272727273,3.90727272727273,4.58630200613357,0.000308800713283507,0.00542415165941464,0.00464967664394845,"852008/852009/856683/853481/853569/854986/854384/855855/856234",9
"Thin to Mature (Down)","GO:0006081","aldehyde metabolic process","10/450","42/6447",0.238095238095238,3.41111111111111,4.29404593194198,0.000479397140734047,0.00764512282328507,0.00655353154992388,"850342/850471/851354/856683/854849/853620/850871/855121/855385/855849",10
"Thin to Mature (Down)","GO:0006096","glycolytic process","8/450","31/6447",0.258064516129032,3.69720430107527,4.12331862642038,0.000997622337547097,0.0132741710039504,0.0113788490367371,"851193/850370/852639/853169/856579/853395/854098/853984",8
"Thin to Mature (Down)","GO:0046032","ADP catabolic process","8/450","31/6447",0.258064516129032,3.69720430107527,4.12331862642038,0.000997622337547097,0.0132741710039504,0.0113788490367371,"851193/850370/852639/853169/856579/853395/854098/853984",8
"Thin to Mature (Down)","GO:0006575","modified amino acid metabolic process","12/450","62/6447",0.193548387096774,2.77290322580645,3.84224281576194,0.00100761034023386,0.0132741710039504,0.0113788490367371,"852317/852378/852584/850432/851713/856766/853662/850666/851006/855465/855855/856182",12
"Thin to Mature (Down)","GO:0015695","organic cation transport","9/450","39/6447",0.230769230769231,3.30615384615385,3.95679646699166,0.00116581229413193,0.0151931666719129,0.0130238453232396,"852401/850333/852803/856370/853980/855288/855622/855854/856171",9
"Thin to Mature (Down)","GO:1901137","carbohydrate derivative biosynthetic process","28/450","223/6447",0.125560538116592,1.79886397608371,3.32563712861152,0.00161446117956653,0.0184596882041004,0.015823964093666,"851272/852241/850411/852008/852023/852044/852857/852617/852924/852952/853569/853608/853690/853654/853898/850707/850777/851073/854989/854986/855026/855149/855564/855796/854093/854024/854233/855928",28
"Thin to Mature (Down)","GO:0006415","translational termination","7/450","27/6447",0.259259259259259,3.71432098765432,3.8713278857607,0.00200586049222834,0.0209577837636271,0.0179653748260378,"851260/852440/851369/851665/856775/850951/855875",7
"Thin to Mature (Down)","GO:0170041","non-proteinogenic amino acid metabolic process","8/450","36/6447",0.222222222222222,3.1837037037037,3.59887245729866,0.00281132701247305,0.0268293570009239,0.0229985889872433,"856642/856766/850616/856411/856512/853374/855482/855855",8
"Thin to Mature (Down)","GO:0042886","amide transport","8/450","37/6447",0.216216216216216,3.09765765765766,3.50502275788123,0.00337295135802427,0.031206236991797,0.0267505262384086,"850394/852764/856370/856391/853218/853617/850885/856324",8
"Thin to Mature (Down)","GO:0055071","manganese ion homeostasis","4/450","10/6447",0.4,5.73066666666667,4.10076588857115,0.00350498325527189,0.0319401481608235,0.0273796475896585,"850411/856447/850721/854246",4
"Thin to Mature (Down)","GO:0006882","intracellular zinc ion homeostasis","4/450","11/6447",0.363636363636364,5.20969696969697,3.82757353152976,0.0052072016888806,0.0444445665276288,0.0380986513485927,"852102/850710/855284/854160",4
"Thin to Mature (Down)","GO:0009068","aspartate family amino acid catabolic process","4/450","11/6447",0.363636363636364,5.20969696969697,3.82757353152976,0.0052072016888806,0.0444445665276288,0.0380986513485927,"850295/851987/856665/853755",4
"Thin to Mature (Down)","GO:0050667","homocysteine metabolic process","4/450","11/6447",0.363636363636364,5.20969696969697,3.82757353152976,0.0052072016888806,0.0444445665276288,0.0380986513485927,"850616/856512/855482/855855",4
"Thin to Mature (Down)","GO:1902047","polyamine transmembrane transport","4/450","11/6447",0.363636363636364,5.20969696969697,3.82757353152976,0.0052072016888806,0.0444445665276288,0.0380986513485927,"856370/853680/853912/855854",4
"Thin to Mature (Down)","GO:1901136","carbohydrate derivative catabolic process","10/450","57/6447",0.175438596491228,2.51345029239766,3.14368876812798,0.00548630276858908,0.045543828462534,0.0390409576971696,"851193/850370/852009/856766/852639/853169/856579/853395/854098/853984",10
